Datetime,Open,High,Low,Close,Adj Close,Volume
2024-05-13 09:30:00,170.00999450683594,172.67999267578125,169.02999877929688,172.57000732421875,172.57000732421875,8208160
2024-05-13 09:45:00,172.58999633789062,175.0749969482422,172.5,174.9503936767578,174.9503936767578,7346326
2024-05-13 10:00:00,174.97000122070312,175.39999389648438,173.8300018310547,173.9416961669922,173.9416961669922,5591404
2024-05-13 10:15:00,173.94009399414062,174.75,173.4199981689453,174.4801025390625,174.4801025390625,3785574
2024-05-13 10:30:00,174.48890686035156,174.72999572753906,172.9499969482422,173.02999877929688,173.02999877929688,3398206
2024-05-13 10:45:00,173.02000427246094,173.25,172.5500030517578,172.93190002441406,172.93190002441406,2897488
2024-05-13 11:00:00,172.94000244140625,173.57000732421875,172.50999450683594,173.27499389648438,173.27499389648438,2410702
2024-05-13 11:15:00,173.27020263671875,173.33999633789062,172.36000061035156,172.4499969482422,172.4499969482422,2300911
2024-05-13 11:30:00,172.42999267578125,172.7239990234375,172.10000610351562,172.3300018310547,172.3300018310547,1559479
2024-05-13 11:45:00,172.42999267578125,172.85000610351562,172.0399932861328,172.77999877929688,172.77999877929688,2343106
2024-05-13 12:00:00,172.77999877929688,173.07000732421875,171.50999450683594,171.75759887695312,171.75759887695312,2660618
2024-05-13 12:15:00,171.73500061035156,171.9600067138672,171.4600067138672,171.8699951171875,171.8699951171875,1609015
2024-05-13 12:30:00,171.88999938964844,172.0583038330078,171.4199981689453,171.7366943359375,171.7366943359375,1501104
2024-05-13 12:45:00,171.74989318847656,172.0399932861328,171.64999389648438,171.6540069580078,171.6540069580078,1299427
2024-05-13 13:00:00,171.6201934814453,171.6898956298828,170.83059692382812,171.08999633789062,171.08999633789062,2119818
2024-05-13 13:15:00,171.0802001953125,171.66000366210938,170.97000122070312,171.58999633789062,171.58999633789062,1242670
2024-05-13 13:30:00,171.5800018310547,171.6486053466797,170.94000244140625,170.99000549316406,170.99000549316406,1340112
2024-05-13 13:45:00,170.99000549316406,171.5800018310547,170.9600067138672,171.4219970703125,171.4219970703125,1118160
2024-05-13 14:00:00,171.42999267578125,171.81680297851562,171.13999938964844,171.69850158691406,171.69850158691406,1163292
2024-05-13 14:15:00,171.68820190429688,172.1699981689453,171.66000366210938,172.11000061035156,172.11000061035156,1373315
2024-05-13 14:30:00,172.10069274902344,172.16580200195312,171.72999572753906,171.81939697265625,171.81939697265625,1327544
2024-05-13 14:45:00,171.8217010498047,172.35000610351562,171.8217010498047,172.29010009765625,172.29010009765625,1277494
2024-05-13 15:00:00,172.2902069091797,172.39999389648438,172.060302734375,172.14999389648438,172.14999389648438,1140961
2024-05-13 15:15:00,172.16000366210938,172.39999389648438,171.75999450683594,171.8699951171875,171.8699951171875,1218266
2024-05-13 15:30:00,171.86990356445312,172.0399932861328,171.6300048828125,171.9499969482422,171.9499969482422,1346163
2024-05-13 15:45:00,171.9600067138672,172.1999969482422,171.66000366210938,171.9199981689453,171.9199981689453,2329370
2024-05-14 09:30:00,175.61000061035156,177.80999755859375,175.35009765625,176.44000244140625,176.44000244140625,11714814
2024-05-14 09:45:00,176.36000061035156,177.86000061035156,176.110107421875,176.1999969482422,176.1999969482422,5932440
2024-05-14 10:00:00,176.1750030517578,176.1750030517578,174.64999389648438,175.11000061035156,175.11000061035156,5096759
2024-05-14 10:15:00,175.05999755859375,176.27279663085938,174.42050170898438,176.10989379882812,176.10989379882812,4329071
2024-05-14 10:30:00,176.11000061035156,176.77000427246094,175.11000061035156,175.66610717773438,175.66610717773438,3730256
2024-05-14 10:45:00,175.64999389648438,178.13999938964844,175.4510955810547,178.0406951904297,178.0406951904297,4771121
2024-05-14 11:00:00,178.04989624023438,179.22999572753906,177.74000549316406,179.16000366210938,179.16000366210938,5499936
2024-05-14 11:15:00,179.15269470214844,179.49000549316406,178.44000244140625,178.92999267578125,178.92999267578125,4135902
2024-05-14 11:30:00,178.92190551757812,179.0399932861328,178.02110290527344,178.27499389648438,178.27499389648438,2911614
2024-05-14 11:45:00,178.2899932861328,178.86990356445312,177.8300018310547,177.939697265625,177.939697265625,2497292
2024-05-14 12:00:00,177.92999267578125,177.92999267578125,177.2899932861328,177.51390075683594,177.51390075683594,2365249
2024-05-14 12:15:00,177.51499938964844,177.5399932861328,176.83200073242188,177.02000427246094,177.02000427246094,2095351
2024-05-14 12:30:00,177.02999877929688,177.6300048828125,176.94000244140625,177.6300048828125,177.6300048828125,1963809
2024-05-14 12:45:00,177.61500549316406,177.66990661621094,176.27000427246094,176.60049438476562,176.60049438476562,2687686
2024-05-14 13:00:00,176.61000061035156,176.65350341796875,175.75999450683594,175.85009765625,175.85009765625,1964020
2024-05-14 13:15:00,175.85000610351562,176.4199981689453,175.80999755859375,176.25,176.25,1750360
2024-05-14 13:30:00,176.23089599609375,176.6699981689453,175.9199981689453,176.52310180664062,176.52310180664062,1998342
2024-05-14 13:45:00,176.52000427246094,176.75,176.25999450683594,176.57069396972656,176.57069396972656,1864706
2024-05-14 14:00:00,176.5800018310547,176.91000366210938,176.11000061035156,176.8762969970703,176.8762969970703,1982511
2024-05-14 14:15:00,176.88999938964844,176.99000549316406,176.50999450683594,176.5924072265625,176.5924072265625,1541819
2024-05-14 14:30:00,176.5800018310547,176.97999572753906,176.35000610351562,176.55499267578125,176.55499267578125,1609015
2024-05-14 14:45:00,176.60000610351562,177.33999633789062,176.47999572753906,177.14439392089844,177.14439392089844,1843456
2024-05-14 15:00:00,177.13999938964844,177.61990356445312,176.92999267578125,177.5800018310547,177.5800018310547,1597252
2024-05-14 15:15:00,177.57000732421875,177.82000732421875,177.10000610351562,177.60000610351562,177.60000610351562,1906195
2024-05-14 15:30:00,177.58999633789062,178.0,177.35000610351562,177.7487030029297,177.7487030029297,2050275
2024-05-14 15:45:00,177.72000122070312,177.89999389648438,177.28500366210938,177.61000061035156,177.61000061035156,3237630
2024-05-15 09:30:00,179.9929962158203,180.0,173.6750030517578,174.0301971435547,174.0301971435547,15349334
2024-05-15 09:45:00,174.02000427246094,174.72000122070312,173.22000122070312,174.07009887695312,174.07009887695312,7649604
2024-05-15 10:00:00,174.0800018310547,174.6699981689453,173.50999450683594,173.8076934814453,173.8076934814453,5117647
2024-05-15 10:15:00,173.8699951171875,174.25,173.1999969482422,173.2100067138672,173.2100067138672,4249485
2024-05-15 10:30:00,173.27999877929688,174.33999633789062,173.11000061035156,174.11830139160156,174.11830139160156,3782576
2024-05-15 10:45:00,174.12350463867188,174.45419311523438,173.5399932861328,174.1300048828125,174.1300048828125,3370749
2024-05-15 11:00:00,174.14999389648438,174.3699951171875,173.77000427246094,174.32000732421875,174.32000732421875,2604743
2024-05-15 11:15:00,174.32989501953125,175.1199951171875,174.32919311523438,174.84010314941406,174.84010314941406,3229683
2024-05-15 11:30:00,174.86000061035156,175.42909240722656,174.83999633789062,175.02099609375,175.02099609375,2542953
2024-05-15 11:45:00,175.03179931640625,175.03179931640625,174.16000366210938,174.73089599609375,174.73089599609375,2348327
2024-05-15 12:00:00,174.72000122070312,175.25999450683594,174.4709930419922,174.92999267578125,174.92999267578125,1757452
2024-05-15 12:15:00,174.92999267578125,175.19000244140625,174.81329345703125,174.89999389648438,174.89999389648438,1339388
2024-05-15 12:30:00,174.90989685058594,175.47999572753906,174.86399841308594,175.2115020751953,175.2115020751953,1641486
2024-05-15 12:45:00,175.21009826660156,175.47999572753906,174.91000366210938,175.1699981689453,175.1699981689453,1442278
2024-05-15 13:00:00,175.16990661621094,175.4499969482422,174.85000610351562,175.39979553222656,175.39979553222656,1443732
2024-05-15 13:15:00,175.39999389648438,175.47000122070312,175.11000061035156,175.30990600585938,175.30990600585938,1734915
2024-05-15 13:30:00,175.2899932861328,175.60000610351562,175.10000610351562,175.36099243164062,175.36099243164062,1955613
2024-05-15 13:45:00,175.38499450683594,175.5283966064453,174.94000244140625,175.1699981689453,175.1699981689453,1069676
2024-05-15 14:00:00,175.14999389648438,175.22500610351562,174.5500946044922,175.0299072265625,175.0299072265625,1411598
2024-05-15 14:15:00,175.0200958251953,175.05999755859375,174.39999389648438,174.72500610351562,174.72500610351562,1251224
2024-05-15 14:30:00,174.74000549316406,175.07000732421875,174.5601043701172,174.95010375976562,174.95010375976562,1042216
2024-05-15 14:45:00,174.94000244140625,175.02000427246094,174.58580017089844,174.7899932861328,174.7899932861328,1024354
2024-05-15 15:00:00,174.77200317382812,174.8699951171875,174.55999755859375,174.72999572753906,174.72999572753906,1095900
2024-05-15 15:15:00,174.73989868164062,175.0,174.6199951171875,174.63600158691406,174.63600158691406,1110677
2024-05-15 15:30:00,174.6300048828125,174.77999877929688,174.02000427246094,174.08599853515625,174.08599853515625,1689673
2024-05-15 15:45:00,174.07110595703125,174.35000610351562,173.75999450683594,174.08990478515625,174.08990478515625,3621453
2024-05-16 09:30:00,174.1199951171875,174.1999969482422,171.42999267578125,172.80999755859375,172.80999755859375,8962602
2024-05-16 09:45:00,172.7899932861328,173.63999938964844,172.5399932861328,172.73550415039062,172.73550415039062,4019911
2024-05-16 10:00:00,172.8498992919922,174.07589721679688,172.7899932861328,173.75999450683594,173.75999450683594,3812355
2024-05-16 10:15:00,173.88999938964844,174.27999877929688,173.24000549316406,174.21389770507812,174.21389770507812,2997099
2024-05-16 10:30:00,174.22500610351562,175.06100463867188,174.22500610351562,174.51629638671875,174.51629638671875,3581887
2024-05-16 10:45:00,174.52000427246094,175.0,174.27000427246094,174.94000244140625,174.94000244140625,2710723
2024-05-16 11:00:00,174.9499969482422,175.7899932861328,174.55999755859375,175.6385955810547,175.6385955810547,2954780
2024-05-16 11:15:00,175.6215057373047,175.75,174.25,174.36099243164062,174.36099243164062,3294006
2024-05-16 11:30:00,174.3699951171875,174.39999389648438,173.96009826660156,174.38999938964844,174.38999938964844,1879069
2024-05-16 11:45:00,174.39370727539062,174.90989685058594,173.8800048828125,174.78750610351562,174.78750610351562,1990596
2024-05-16 12:00:00,174.7899932861328,175.39999389648438,174.3800048828125,175.20989990234375,175.20989990234375,1906405
2024-05-16 12:15:00,175.2100067138672,175.41830444335938,174.74220275878906,175.3249969482422,175.3249969482422,1338926
2024-05-16 12:30:00,175.31019592285156,175.3249969482422,174.80999755859375,175.19000244140625,175.19000244140625,1633579
2024-05-16 12:45:00,175.21449279785156,175.37989807128906,174.80999755859375,174.95289611816406,174.95289611816406,1284692
2024-05-16 13:00:00,174.9416961669922,174.97999572753906,174.5,174.6501007080078,174.6501007080078,1051055
2024-05-16 13:15:00,174.65179443359375,174.75990295410156,174.11000061035156,174.2747039794922,174.2747039794922,1172408
2024-05-16 13:30:00,174.27499389648438,174.47999572753906,174.02000427246094,174.2899932861328,174.2899932861328,826344
2024-05-16 13:45:00,174.28970336914062,174.42999267578125,173.96009826660156,174.33160400390625,174.33160400390625,1183298
2024-05-16 14:00:00,174.3300018310547,174.4199981689453,174.0500030517578,174.17999267578125,174.17999267578125,1124223
2024-05-16 14:15:00,174.1699981689453,174.5800018310547,174.1300048828125,174.39990234375,174.39990234375,1313274
2024-05-16 14:30:00,174.38999938964844,174.72999572753906,174.3300018310547,174.5500030517578,174.5500030517578,1150939
2024-05-16 14:45:00,174.5402069091797,174.57470703125,174.35000610351562,174.52499389648438,174.52499389648438,770528
2024-05-16 15:00:00,174.52999877929688,175.02000427246094,174.52000427246094,175.0,175.0,1057415
2024-05-16 15:15:00,175.0,175.22000122070312,174.8699951171875,174.9600067138672,174.9600067138672,1306600
2024-05-16 15:30:00,174.9499969482422,175.16000366210938,174.61659240722656,174.73500061035156,174.73500061035156,1458084
2024-05-16 15:45:00,174.72000122070312,175.2100067138672,174.58999633789062,174.86000061035156,174.86000061035156,2369182
2024-05-17 09:30:00,173.75,174.3300018310547,172.75,173.27760314941406,173.27760314941406,6091657
2024-05-17 09:45:00,173.27999877929688,173.75,172.7899932861328,173.2899932861328,173.2899932861328,3094434
2024-05-17 10:00:00,173.2711944580078,174.40499877929688,173.25,174.2917022705078,174.2917022705078,3179650
2024-05-17 10:15:00,174.26089477539062,175.89999389648438,174.22999572753906,175.79469299316406,175.79469299316406,3528180
2024-05-17 10:30:00,175.7899932861328,178.13999938964844,175.7899932861328,177.55999755859375,177.55999755859375,7290353
2024-05-17 10:45:00,177.53199768066406,178.4550018310547,177.1199951171875,177.4799041748047,177.4799041748047,5089863
2024-05-17 11:00:00,177.47000122070312,178.07899475097656,176.83999633789062,177.94000244140625,177.94000244140625,3118897
2024-05-17 11:15:00,177.94070434570312,178.1699981689453,177.50999450683594,177.87440490722656,177.87440490722656,2758467
2024-05-17 11:30:00,177.79879760742188,178.14999389648438,177.51519775390625,177.91470336914062,177.91470336914062,2319741
2024-05-17 11:45:00,177.91990661621094,179.08999633789062,177.5399932861328,178.99070739746094,178.99070739746094,5553470
2024-05-17 12:00:00,178.9990997314453,179.36000061035156,178.55999755859375,179.24000549316406,179.24000549316406,2703713
2024-05-17 12:15:00,179.2216033935547,179.45730590820312,178.82000732421875,179.2550048828125,179.2550048828125,2942807
2024-05-17 12:30:00,179.25,179.6300048828125,178.3800048828125,178.47999572753906,178.47999572753906,2384814
2024-05-17 12:45:00,178.4709930419922,178.4803009033203,178.07000732421875,178.18150329589844,178.18150329589844,1903625
2024-05-17 13:00:00,178.19000244140625,178.1999053955078,177.36000061035156,177.49000549316406,177.49000549316406,2392436
2024-05-17 13:15:00,177.49000549316406,177.57000732421875,177.1199951171875,177.22000122070312,177.22000122070312,1926531
2024-05-17 13:30:00,177.22999572753906,177.69000244140625,176.97000122070312,177.39959716796875,177.39959716796875,1963441
2024-05-17 13:45:00,177.38999938964844,177.39999389648438,176.4600067138672,176.52499389648438,176.52499389648438,2359939
2024-05-17 14:00:00,176.52499389648438,176.75,176.0800018310547,176.1999969482422,176.1999969482422,1756452
2024-05-17 14:15:00,176.1999969482422,176.42999267578125,176.0,176.17010498046875,176.17010498046875,1432007
2024-05-17 14:30:00,176.18499755859375,176.73680114746094,176.13999938964844,176.70880126953125,176.70880126953125,1443655
2024-05-17 14:45:00,176.7091064453125,177.189697265625,176.47999572753906,177.08999633789062,177.08999633789062,1548934
2024-05-17 15:00:00,177.0998992919922,177.17469787597656,176.82000732421875,176.9799041748047,176.9799041748047,1157778
2024-05-17 15:15:00,176.97860717773438,177.35069274902344,176.86000061035156,177.12010192871094,177.12010192871094,2041403
2024-05-17 15:30:00,177.11000061035156,177.64999389648438,176.92999267578125,177.39999389648438,177.39999389648438,1768066
2024-05-17 15:45:00,177.38499450683594,177.58999633789062,177.17999267578125,177.57000732421875,177.57000732421875,2587475
